MicrobeID,Strain,Species,Genus,Family,Order,Class,Phylum,Kingdom,NCBI Taxonomy ID,RefSeq ID,Genbank ID,Gram Staining,Oxygen Requirement,BacDive ID,BacDive strain,Download link
Streptococcus_sp_HMSC076C09,Streptococcus sp. HMSC076C09,Streptococcus sp. HMSC076C09,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,1715183,GCF_001837905.1,GCA_001837905.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/837/905/GCF_001837905.1_ASM183790v1/GCF_001837905.1_ASM183790v1_genomic.fna.gz
Streptococcus_sp_HMSC078D09,Streptococcus sp. HMSC078D09,Streptococcus sp. HMSC078D09,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,1739430,GCF_001813675.1,GCA_001813675.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/813/675/GCF_001813675.1_ASM181367v1/GCF_001813675.1_ASM181367v1_genomic.fna.gz
Streptococcus_sp_HMSC078H03,Streptococcus sp. HMSC078H03,Streptococcus sp. HMSC078H03,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,1715086,GCF_001808655.1,GCA_001808655.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/808/655/GCF_001808655.1_ASM180865v1/GCF_001808655.1_ASM180865v1_genomic.fna.gz
Streptococcus_sp_HMSC078H12,Streptococcus sp. HMSC078H12,Streptococcus sp. HMSC078H12,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,1739483,GCF_001814615.1,GCA_001814615.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/814/615/GCF_001814615.1_ASM181461v1/GCF_001814615.1_ASM181461v1_genomic.fna.gz
Streptococcus_sp_HMSC10E12,Streptococcus sp. HMSC10E12,Streptococcus sp. HMSC10E12,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,1581080,GCF_001807855.1,GCA_001807855.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/807/855/GCF_001807855.1_ASM180785v1/GCF_001807855.1_ASM180785v1_genomic.fna.gz
Streptococcus_sp_HMSC34B10,Streptococcus sp. HMSC34B10,Streptococcus sp. HMSC34B10,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,1608856,GCF_001839505.1,GCA_001839505.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/839/505/GCF_001839505.1_ASM183950v1/GCF_001839505.1_ASM183950v1_genomic.fna.gz
Streptococcus_sp_M334,Streptococcus sp. M334,Streptococcus sp. M334,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,563038,GCF_000187745.1,GCA_000187745.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/187/745/GCF_000187745.1_ASM18774v1/GCF_000187745.1_ASM18774v1_genomic.fna.gz
Streptococcus_sp_SK643,Streptococcus sp. SK643,Streptococcus sp. SK643,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,1095727,GCF_000259505.1,GCA_000259505.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/259/505/GCF_000259505.1_SspSK643v1.0/GCF_000259505.1_SspSK643v1.0_genomic.fna.gz
Streptococcus_sp_SR4,Streptococcus sp. SR4,Streptococcus sp. SR4,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,1161417,GCF_000517725.1,GCA_000517725.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/517/725/GCF_000517725.1_SspSR4v1.0/GCF_000517725.1_SspSR4v1.0_genomic.fna.gz
Streptococcus_sp_UMB0029,Streptococcus sp. UMB0029,Streptococcus sp. UMB0029,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,2069308,GCF_002871495.1,GCA_002871495.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/871/495/GCF_002871495.1_ASM287149v1/GCF_002871495.1_ASM287149v1_genomic.fna.gz
Streptococcus_sp_UMB1385,Streptococcus sp. UMB1385,Streptococcus sp. UMB1385,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,2069309,,GCA_002871655.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/871/655/GCA_002871655.1_ASM287165v1/GCA_002871655.1_ASM287165v1_genomic.fna.gz
Streptococcus_suis_NCTC10234,Streptococcus suis NCTC10234,Streptococcus suis,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,1307,GCF_900475585.1,GCA_900475585.1,Gram+,Anaerobe,14796,Streptococcus suis S735 DSM 9682,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/585/GCF_900475585.1_44087_H01/GCF_900475585.1_44087_H01_genomic.fna.gz
Streptococcus_viridans_NCTC1080,Streptococcus viridans NCTC1080,Streptococcus viridans,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,78535,GCF_900460105.1,GCA_900460105.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/460/105/GCF_900460105.1_41665_H02/GCF_900460105.1_41665_H02_genomic.fna.gz
Subdoligranulum_sp_AF14_43,Subdoligranulum sp. AF14-43,Subdoligranulum sp. AF14-43,Subdoligranulum,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,2302959,GCF_003603335.1,GCA_003603335.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/603/335/GCF_003603335.1_ASM360333v1/GCF_003603335.1_ASM360333v1_genomic.fna.gz
Subdoligranulum_sp_AM16_9,Subdoligranulum sp. AM16-9,Subdoligranulum sp. AM16-9,Subdoligranulum,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,2302960,GCF_003434475.1,GCA_003434475.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/434/475/GCF_003434475.1_ASM343447v1/GCF_003434475.1_ASM343447v1_genomic.fna.gz
Subdoligranulum_sp_APC924_74,Subdoligranulum sp. APC924/74,Subdoligranulum sp. APC924/74,Subdoligranulum,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,2086273,GCF_003324125.1,GCA_003324125.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/324/125/GCF_003324125.1_ASM332412v1/GCF_003324125.1_ASM332412v1_genomic.fna.gz
Subdoligranulum_sp_OF01_18,Subdoligranulum sp. OF01-18,Subdoligranulum sp. OF01-18,Subdoligranulum,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,2302962,GCF_003604025.1,GCA_003604025.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/604/025/GCF_003604025.1_ASM360402v1/GCF_003604025.1_ASM360402v1_genomic.fna.gz
Sutterella_sp_KLE1602,Sutterella sp. KLE1602,Sutterella sp. KLE1602,Sutterella,Sutterellaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,1574262,GCF_001578585.1,GCA_001578585.1,Gram-,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/578/585/GCF_001578585.1_ASM157858v1/GCF_001578585.1_ASM157858v1_genomic.fna.gz
Tissierellia_bacterium_S5_A11,Tissierellia bacterium S5-A11,Sedimentibacter Tissierellia bacterium S5-A11,Sedimentibacter,Peptoniphilaceae,Tissierellales,Tissierellia,Firmicutes,Bacteria,1230730,,GCA_000758865.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/758/865/GCA_000758865.1_04_NF40_HMP1633v01/GCA_000758865.1_04_NF40_HMP1633v01_genomic.fna.gz
Varibaculum_massiliense_Marseille_P2802,Varibaculum massiliense Marseille-P2802,Varibaculum sp. Marseille-P2802,Varibaculum,Actinomycetaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,1852372,GCF_900106855.1,GCA_900106855.1,Gram+,Anaerobe,132593,Varibaculum sp. Marseille-P2802 DSM 103074,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/106/855/GCF_900106855.1_PRJEB16532/GCF_900106855.1_PRJEB16532_genomic.fna.gz
Veillonella_caviae_DSM_20738,Veillonella caviae DSM 20738,Veillonella caviae,Veillonella,Veillonellaceae,Veillonellales,Negativicutes,Firmicutes,Bacteria,248316,GCF_003992125.1,GCA_003992125.1,Gram-,Anaerobe,17170,Veillonella caviae PV1 CCUG 54949,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/992/125/GCF_003992125.1_ASM399212v1/GCF_003992125.1_ASM399212v1_genomic.fna.gz
Veillonella_infantium_T11011_4,Veillonella infantium T11011-4,Veillonella infantium,Veillonella,Veillonellaceae,Veillonellales,Negativicutes,Firmicutes,Bacteria,1911679,GCF_002959895.1,GCA_002959895.1,Gram-,Anaerobe,158785,Veillonella infantium T11011-4 JCM 31738,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/959/895/GCF_002959895.1_ASM295989v1/GCF_002959895.1_ASM295989v1_genomic.fna.gz
Veillonella_ratti_ATCC_17746,Veillonella ratti ATCC 17746,Veillonella ratti,Veillonella,Veillonellaceae,Veillonellales,Negativicutes,Firmicutes,Bacteria,103892,GCF_003992115.1,GCA_003992115.1,Gram-,Anaerobe,17175,Veillonella ratti RV-12x DSM 20736,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/992/115/GCF_003992115.1_ASM399211v1/GCF_003992115.1_ASM399211v1_genomic.fna.gz
Veillonella_rogosae_JCM_15642,Veillonella rogosae JCM 15642,Veillonella rogosae,Veillonella,Veillonellaceae,Veillonellales,Negativicutes,Firmicutes,Bacteria,423477,GCF_002959775.1,GCA_905371545.1,Gram-,Anaerobe,17178,Veillonella rogosae CF100 DSM 18960,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/959/775/GCF_002959775.1_ASM295977v1/GCF_002959775.1_ASM295977v1_genomic.fna.gz
Veillonella_sp_AF13_2,Veillonella sp. AF13-2,Veillonella sp. AF13-2,Veillonella,Veillonellaceae,Veillonellales,Negativicutes,Firmicutes,Bacteria,2293250,GCF_003603295.1,GCA_003603295.1,Gram-,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/603/295/GCF_003603295.1_ASM360329v1/GCF_003603295.1_ASM360329v1_genomic.fna.gz
Veillonella_sp_AF36_20BH,Veillonella sp. AF36-20BH,Veillonella sp. AF36-20BH,Veillonella,Veillonellaceae,Veillonellales,Negativicutes,Firmicutes,Bacteria,2293251,GCF_003602765.1,GCA_003602765.1,Gram-,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/602/765/GCF_003602765.1_ASM360276v1/GCF_003602765.1_ASM360276v1_genomic.fna.gz
Veillonella_sp_AF42_16,Veillonella sp. AF42-16,Veillonella sp. AF42-16,Veillonella,Veillonellaceae,Veillonellales,Negativicutes,Firmicutes,Bacteria,2292078,GCF_003474105.1,GCA_003474105.1,Gram-,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/474/105/GCF_003474105.1_ASM347410v1/GCF_003474105.1_ASM347410v1_genomic.fna.gz
Veillonella_sp_AM51_8BH,Veillonella sp. AM51-8BH,Veillonella sp. AM51-8BH,Veillonella,Veillonellaceae,Veillonellales,Negativicutes,Firmicutes,Bacteria,2292378,GCF_003463825.1,GCA_003463825.1,Gram-,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/463/825/GCF_003463825.1_ASM346382v1/GCF_003463825.1_ASM346382v1_genomic.fna.gz
Veillonella_sp_ICM51a,Veillonella sp. ICM51a,Veillonella sp. ICM51a,Veillonella,Veillonellaceae,Veillonellales,Negativicutes,Firmicutes,Bacteria,936591,GCF_000524355.1,GCA_000524355.1,Gram-,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/524/355/GCF_000524355.1_VspICM51av1.0/GCF_000524355.1_VspICM51av1.0_genomic.fna.gz
Veillonella_sp_S13053_19,Veillonella sp. S13053-19,Veillonella sp. S13053-19,Veillonella,Veillonellaceae,Veillonellales,Negativicutes,Firmicutes,Bacteria,2027456,GCF_002959835.1,GCA_002959835.1,Gram-,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/959/835/GCF_002959835.1_ASM295983v1/GCF_002959835.1_ASM295983v1_genomic.fna.gz
Veillonella_sp_S13054_11,Veillonella sp. S13054-11,Veillonella sp. S13054-11,Veillonella,Veillonellaceae,Veillonellales,Negativicutes,Firmicutes,Bacteria,2027458,GCF_002959795.1,GCA_002959795.1,Gram-,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/959/795/GCF_002959795.1_ASM295979v1/GCF_002959795.1_ASM295979v1_genomic.fna.gz
Veillonella_sp_T11011_6,Veillonella sp. T11011-6,Veillonella sp. T11011-6,Veillonella,Veillonellaceae,Veillonellales,Negativicutes,Firmicutes,Bacteria,2027459,GCF_002959755.1,GCA_002959755.1,Gram-,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/959/755/GCF_002959755.1_ASM295975v1/GCF_002959755.1_ASM295975v1_genomic.fna.gz
Veillonella_sp_T14073_2,Veillonella sp. T14073-2,Veillonella sp. T14073-2,Veillonella,Veillonellaceae,Veillonellales,Negativicutes,Firmicutes,Bacteria,1911680,GCF_002959875.1,GCA_002959875.1,Gram-,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/959/875/GCF_002959875.1_ASM295987v1/GCF_002959875.1_ASM295987v1_genomic.fna.gz
Veillonella_sp_T34266_5,Veillonella sp. T34266-5,Veillonella sp. T34266-5,Veillonella,Veillonellaceae,Veillonellales,Negativicutes,Firmicutes,Bacteria,2027457,GCF_002959815.1,GCA_002959815.1,Gram-,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/959/815/GCF_002959815.1_ASM295981v1/GCF_002959815.1_ASM295981v1_genomic.fna.gz
Veillonella_tobetsuensis_ATCC_BAA_2400,Veillonella tobetsuensis ATCC BAA-2400,Veillonella tobetsuensis,Veillonella,Veillonellaceae,Veillonellales,Negativicutes,Firmicutes,Bacteria,1110546,GCF_001078375.1,GCA_001078375.1,Gram-,Anaerobe,132910,Veillonella tobetsuensis B16 DSM 104750,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/078/375/GCF_001078375.1_ASM107837v1/GCF_001078375.1_ASM107837v1_genomic.fna.gz
Xylanimonas_cellulosilytica_DSM_15894,Xylanimonas cellulosilytica DSM 15894,Xylanimonas cellulosilytica,Xylanimonas,Promicromonosporaceae,Micrococcales,Actinobacteria,Actinobacteria,Bacteria,186189,GCF_000024965.1,GCA_001072465.1,Gram+,Anaerobe,12611,Xylanimonas cellulosilytica XIL07 DSM 15894,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/965/GCF_000024965.1_ASM2496v1/GCF_000024965.1_ASM2496v1_genomic.fna.gz
